team number,nickname,rookie year,full name,Nasa?,city,region,country,motto,# of events,event codes,event names
5837,Unity4Tech,2016,John Deere/Denso & East High School,,Waterloo,Iowa,USA,We work for TiPS,2,"['2016cur', '2016iacf']","['Curie Division', 'Iowa Regional']"
5838,Mitochondria,2016,"Yunnan Vista Educational Information Consultant Co. Ltd / Shenzhen DADALELE Culture Communication Co., LTD  & Kunming NO.1 High School CIE",,Kunming,Yunnan,China,,1,['2016txsa'],['Alamo Regional sponsored by Rackspace Hosting']
5839,Blue Whales,2016,"Dassault Systems Corporation (China) / Ford Motor Research & Engineering Co.Std / Shanghai San Ze Technology Co. Ltd / Jiangsu Winner  Petrochemical engineering Co.Ltd.  / Fineway Electric Co.Ltd / ZhenJIang Fortune Enterprise Co.Std / MYH Industries Inc. / JiaXing XingCheng Electronics Co.Ltd / Simcere Medicine Co.Ltd / Nanjing pliers Intelligent Technology Co. Ltd. / China Urban Youth Robotics Alliance /  Shenzhen DADALELE culture communication co., LTD  / Jiangsu Kaigong Machinery Co.Ltd / Nanjing Jian Kai Construction Project Management Co. Ltd. / Jiangsu Yangzhou Kaisite Mechanical Manufacturing Ltd. & Nan Jing Jian Ning High School & High School Affiliated to Nanjing Normal University  & High School Affiliated of Nanjing Normal University Jiangning campus & Hangzhou No.2 High School & Nanjing Foreign Language School & Nanjing Kelihua Middle School",,Nanjing,Jiangsu,China,,2,"['2016cave', '2016hop']","['Ventura Regional', 'Hopper Division']"
5840,Shock Wave,2016,Terrell High School,,Dawson,Georgia,USA,,3,"['2016gaalb', '2016gacmp', '2016gacol']","['PCH District - Albany Event', 'Peachtree District State Championship', 'PCH District - Columbus Event']"
5841,The Patriots,2016,"Argosy Foundation / United Therapeutics Company / Randall Simpson / EAG Association / Jay Mason, Realtor / Greg Frassmann / Gareth Glewwe / Jethro Reid / GReGen Lab Equipment / G.R. Orozco / Brecoflex / Eric McGaha / T.E. Connectivity / 16 hz / Bimba / SAPA / Automation Direct / Digi-Key / MAXBotix / Tableau / Autodesk / VEX Robotics & Gov. Thomas Johnson High",,Frederick,Maryland,USA,"Respect, Responsibility, Ready",3,"['2016chcmp', '2016mdbet', '2016mdblr']","['FIRST Chesapeake District Championship sponsored by Booz Allen Hamilton', 'CHS District - Greater DC Event', 'CHS District - Northern Maryland Event']"
5842,Royal Robotics,2016,Southern Manufacturing Technologies / NASA & River Ridge High School,NASA,New Port Richey,Florida,USA,,3,"['2016arc', '2016flor', '2016flwp']","['Archimedes Division', 'Orlando Regional', 'South Florida Regional ']"
5843,Flurb,2016,St. Clair High School,,St. Clair,Michigan,USA,,2,"['2016mimar', '2016misou']","['FIM District - Marysville Event', 'FIM District - Southfield Event']"
5844,Phoenix Tech,2016,Josiah Quincy,,Boston,Massachusetts,USA,,2,"['2016mabos', '2016mawor']","['NE District - Boston Event', 'NE District - WPI Event']"
5845,Twisted Gears,2016,2016 FRC Hardship Grant / Mr. Bill White / NASA / Boeing  / Mr. Marvin Strong / The Argosy Foundation  / Village Pizza / TVA & East Limestone High Sch,NASA,Athens,Alabama,USA,The sum of us is greater than all our parts.  Maya Angelou,1,['2016alhu'],['Rocket City Regional']
5846,Southcoast Corsairs,2016,University of Massachusetts Dartmouth/Naval Undersea Warfare Center & Dartmouth High,,Dartmouth,Massachusetts,USA,,4,"['2016gal', '2016manda', '2016necmp', '2016ripro']","['Galileo Division', 'NE District - UMass-Dartmouth Event', 'New England District Championship', 'NE District - Rhode Island Event']"
5847,Ironclad,2016,"e2i, Inc. / BBCHS Academic Foundation / Nucor / Olivet Nazarene University / Precision Piping / Argosy Foundation / CSL Behring & Bradley-Bourbonnais C High School",,Bradley,Illinois,USA,,3,"['2016hop', '2016ilch', '2016ilpe']","['Hopper Division', 'Midwest Regional', 'Central Illinois Regional']"
5848,Calhoun County Robotics ,2016,NASA & Calhoun County Middle/High School,NASA,Edison,Georgia,USA,Press towards the mark,2,"['2016gaalb', '2016gacol']","['PCH District - Albany Event', 'PCH District - Columbus Event']"
5849,Qingdao Laoshan Yucai School,2016,"Qingdao Laoshan Yucai School & Shenzhen DADALELE Culture Communication Co., LTD ",,Qingdao,Shandong,China,,1,['2016cave'],['Ventura Regional']
5851,Striking Vikings,2016,"Mary R. Stauffer Foundation / Kiwanis Foundation / Columbia Memorial Space Center / Stay Gallery / South Pacific Steel and Tube, Inc / Downey Federal Credit Union / NASA / YamoNautics / B.A.D. Enterprises / RPM Twelve Media / Preferred Impressions / Gaucho Grill / Cartosian Associates / Downey Jaguar and Land Rover Services & Downey High",NASA,Downey,California,USA,,3,"['2016calb', '2016new', '2016nvlv']","['Los Angeles Regional', 'Newton Division', 'Las Vegas Regional']"
5852,Illusion Robotics ,2016,El Capitan High School,,Merced,California,USA,,1,['2016cama'],['Central Valley Regional']
5853,FEAR The Termigators,2016,Arbor Preparatory High School,,Ypsilanti,Michigan,USA,,2,"['2016miann', '2016miliv']","['FIM District - Ann Arbor Skyline Event', 'FIM District - Livonia Event']"
5854,GLITCH,2016,UNC Asheville / Argosy Foundation / TE Connectivity / GE Foundation & Neighborhood Group,,Asheville,North Carolina,USA,,4,"['2016ncash', '2016nccmp', '2016ncmcl', '2016tes']","['NC District - UNC Asheville Event', 'NC FIRST Robotics State Championship', 'NC District - Guilford County Event', 'Tesla Division']"
5855,Blue Collar Bruisers,2016,Joy Global / GE Volunteers of GE Healthcare & Central High,,West Allis,Wisconsin,USA,,2,"['2016gal', '2016wimi']","['Galileo Division', 'Wisconsin Regional']"
5856,Bullbots,2016,Argosy Foundation / United Technologies & Crosby High School,,Waterbury,Connecticut,USA,,2,"['2016cthar', '2016ctwat']","['NE District - Hartford Event', 'NE District - Waterbury Event']"
5857,Walnut Valley Robotics,2016,Walnut Valley Robotics / IvyMax / National Aeronautics and Space Administration (NASA) / Fiet Electric / Penske Mercedes Benz of West Covina / The Wah Family / The Chou Family / Star Side Security and Investigation & Neighborhood Group & Family Friends,NASA,Walnut,California,USA,Change the World,1,['2016casd'],['San Diego Regional']
5858,Golden Hurricane ,2016,"FIRST ROBOTICS GRANT / HUNTSVILLE CITY SCHOOLS SYSTEM / AMRDEC ""STEM"" PROGRAM / AMRDEC ""STEM"" PROGRAM / US Cyber Research and Statistics / Synapse & Columbia High School & Columbia High School",,Huntsville,Alabama,USA,"motivation, collaboration, innovation",2,"['2016alhu', '2016arc']","['Rocket City Regional', 'Archimedes Division']"
5859,i,2016,Argosy / Fortier CPA / C-MAC / Electro-5 / Création Jade / Solidworks / Louise and Hervé Fortier / Marie Bergeron & Family Friends,,Canton de Hatley,Québec,Canada,Be the exception,1,['2016qcmo'],['FRC Festival de Robotique - Montreal Regional']
5860,Full Metal Muskrats,2016,NASA / Algonac Community Schools / Island Machine & Engineering / Algonac Clay Community Foundation & Algonac High School,NASA,Algonac,Michigan,USA,,2,"['2016mimar', '2016miwat']","['FIM District - Marysville Event', 'FIM District - Waterford Event']"
5863,Brusly HS Robotics,2016,Brusly High School,,Brusly,Louisiana,USA,,1,['2016lake'],['Bayou Regional']
5864,Robo-Pelicans,2016,Port Allen High School,,Port Allen,Louisiana,USA,,1,['2016lake'],['Bayou Regional']
5865,Droide,2016,Canadian Tire / Cyber Generation / Cyber Impact / Provincial Informatique / Brault et Bouthillier / Motion Canada / Genik / RobotShop / Add Tronique / Les modifications de camions Tardif et fils Inc. / Coffres-forts C.B. 2000 Inc. & College Saint-Sacrement,,Terrebonne,Québec,Canada,Autonomie. Creativite. Ingeniosite,1,['2016qcmo'],['FRC Festival de Robotique - Montreal Regional']
5866,Frenship JETS,2016,Frenship H S,,Wolfforth,Texas,USA,,1,['2016txlu'],['Hub City Regional']
5869,Radical Robotics,2016,"Bechtel Corporation / Argosy Foundation / Air Flow Research Heads, Inc. / Lancaster Auto Electric / Dr. Saad Bakhaya, MD & Quartz Hill High",,Quartz Hill,California,USA,For the Team,2,"['2016cada', '2016nvlv']","['Sacramento Regional', 'Las Vegas Regional']"
5870,League of Logic,2016,Argosy Foundation / BOS Automation - Innovations in Automation / FIRST Robotics Canada  / Solid Works / Optmist Club of Byron & Sir Frederick Banting S.S,,London,Ontario,Canada,To Try is to Triumph,2,"['2016carv', '2016onnb']","['Carver Division', 'North Bay Regional']"
5871,Chickadees,2016,Boise State University College of Engineering / Micron Foundation / CenturyLink & Treasure Valley High Schools,,Boise,Idaho,USA,,1,['2016idbo'],['Idaho Regional']
5872,WiredCats,2016,Motorola Solutions Foundation / Business Light Engineering of the Motorola Solutions Inc. / NASA Robotics Alliance Project / FIRST Organization / SolidWorks / PTC / SEI Wireless Solutions & Western High School,NASA,Davie,Florida,USA,Imagine the Impossible,3,"['2016flwp', '2016gal', '2016lake']","['South Florida Regional ', 'Galileo Division', 'Bayou Regional']"
5874,CIPHER 5874,2016,2016 FRC® Hardship Grant / Super Transporte Internacional S.A. de C.V / CENTRAL DE SERVICIOS DE CARGA DE NUEVO LAREDO & Universidad Tecmilenio Campus Nuevo Laredo,,Nuevo Laredo,Tamaulipas,Mexico,,1,['2016mxmc'],['Mexico City Regional ']
5875,ICE,2016,Fernley STEM Council / Odyssey Engineering / Gleason Family / Greater Nevada Agency / Lyon Family / Puddy Family / The Office / Dolan Auto Group / Evans Family / Home Depot & Fernley High School & Family Friends,,Fernley,Nevada,USA,"Let them have the present, for the future is mine (Nikola Tesla)",1,['2016nvlv'],['Las Vegas Regional']
5876,ARTEMIS,2016,Argosy Foundation / Ford Australia / Telstra for Kids / Sell & Parker Metal Recycling & Abbotsleigh,,Wahroonga,New South Wales,Australia,,2,"['2016arc', '2016ausy']","['Archimedes Division', 'Australia Regional']"
5877,Mechalodons,2016,Santiago High,,Corona,California,USA,Building Robots. Delivering Results.,1,['2016capl'],['Orange County Regional']
5878,The Great Lakers,2016,"State of Michigan / NASA / Mackinac Island Public School / Mike and Wendy Young / The Grand Hotel / Anonymous Donor / Mackinac Island Community Foundation / Apt Technologies, Inc. / Jack and Dorothy Dehring / Hotel Iroquois / MIRD, Inc. / Margaret Doud / David and Mary Waaso / Jason and Marielle St. Onge / M.P. Gamble Construction / Tim and Sherry Plutchak / Mackinac Outfitters / Mission Point Resort / Mackinac Mittens / The Spot Marketing, Inc. / Yankee Rebel / Horn's Bar / Bob Benser, Jr. / Andrew Doud & Mackinac Island School",NASA,Mackinac Island,Michigan,USA,,4,"['2016arc', '2016micmp', '2016miesc', '2016mitvc']","['Archimedes Division', 'Michigan State Championship', 'FIM District - Escanaba Event', 'FIM District - Traverse City Event']"
5879,Shadow of Orion,2016,China Youth Maker ,,Beijing,Beijing,China,,2,"['2016cars', '2016nytr']","['Carson Division', 'New York Tech Valley Regional']"
5881,TVHS Dragons,2016,"GlobalFoundries / GE / Rensselaer Polytechnic Institute / National Grid / KLA-Tencor / Time Warner Cable / Lam Research / M+W Group / Applied Materials / Turner Construction / Mattson Technology / SCREEN / WONIK IPS USA, Inc / PDF Solutions / NASA / TVHS Foundation & Tech Valley High School",NASA,Albany,New York,USA,,1,['2016nytr'],['New York Tech Valley Regional']
5882,Titan Robotics,2016,SHOCK & AWE & Norman County East Secondary,,Twin Valley,Minnesota,USA,,1,['2016mndu2'],['Northern Lights Regional']
5883,Spice Gears,2016,3M / PBF / GT85 / PTI / FIRST CANADA / CEWAR / Bank Spoldzielczy Ziemi Krasnickiej / FANUC / Wschodni Klaster Innowacji / NABOR & Zespol Szkol nr 3,,Krasnik,Lubelskie,Poland,,1,['2016onwi'],['Windsor Essex Great Lakes Regional']
5884,Gray Storm,2016,SDSU Mechatronics/Family Friends,,San Diego,California,USA,,1,['2016casd'],['San Diego Regional']
5885,Villanova WiredCats,2016,"Argosy Foundation / Centerline / Integrity Tool & Mold Inc. / Rookie Grants / Faculty of Engineering, University of Windsor / St. Clair College / Control Systems International & MTE Controls / Factum Partners / CUPE 701 - Town of LaSalle / South Windsor Optimist Club / Omni Tool / Hydro One / WFCU & St. Thomas of Villanova",,LaSalle,Ontario,Canada,,2,"['2016new', '2016onwi']","['Newton Division', 'Windsor Essex Great Lakes Regional']"
5886,LAAE,2016,Los Altos High,,Hacienda Heights,California,USA,,1,['2016capl'],['Orange County Regional']
5887,IMPERATOR,2016,ITESM PUEBLA ITE430714KI0,,Puebla,Puebla,Mexico,to infinity and beyond,1,['2016mxmc'],['Mexico City Regional ']
5888,Mustang Robotics,2016,"FIRST In Texas / BB-8 Builders Club / Coronado High School-LISD / City Bank / Ventura / Robinson, Burdette, Martin & Seright, LLP / BSA  Consulting Engineers / Sam's Club / Irrigation Dynamics & Coronado H S",,Lubbock,Texas,USA,,1,['2016txlu'],['Hub City Regional']
5889,Commandobots,2016,Cascia Hall Preparatory School,,Tulsa,Oklahoma,USA,,1,['2016okok'],['Oklahoma Regional ']
5891,UASGC Robosquad,2016,The Urban Assembly School for Global Commerce,,New York,New York,USA,Robots!,2,"['2016carv', '2016nyny']","['Carver Division', 'New York City Regional']"
5892,High Energy,2016,"Phillips 66 / NASA / Texas Workforce Commission / Schlumberger / H-E-B Tournament of Champions / Hasty-Bake, Inc / Argosy Foundation / re:3D / Centerpoint Energy / SolidWorks & Energy Institute High School",NASA,Houston,Texas,USA,,3,"['2016cur', '2016okok', '2016txho']","['Curie Division', 'Oklahoma Regional ', 'Lone Star Regional']"
5893,International Grammar School,2016,Argosy Foundation & International Grammar School,,Ultimo,New South Wales,Australia,,1,['2016ausy'],['Australia Regional']
5894,CyberJags,2016,Texas Workforce Commission  / FIRST in Texas Foundation / Amaida Machine Shop & Economedes H S,,Edinburg,Texas,USA,,1,['2016txsa'],['Alamo Regional sponsored by Rackspace Hosting']
5895,Peddie School Robotics,2016,Viteos Fund Services / Updata Partners / NASA / Solus Alternative Asset Management / ClearBridge Investments / Allentown Inc / Gigareef / WuXi AppTec / Hylan Datacom & Electrical / Madaio Family & Peddie School,NASA,Hightstown,New Jersey,USA,Finimus Pariter Renovamusque Labores,4,"['2016cars', '2016mrcmp', '2016njbri', '2016njski']","['Carson Division', 'Mid-Atlantic Robotics District Championship', 'MAR District - Bridgewater-Raritan Event', 'MAR District - Montgomery Event']"
5897,Apex Robotics,2016,Dow Chemical Canada / Argosy Foundation & Calgary Protospace Ltd.,,Calgary,Alberta,Canada,,2,"['2016abca', '2016cars']","['Western Canada Regional', 'Carson Division']"
5898,RoboFalcons,2016,Darlington High,,Darlington,South Carolina,USA,,1,['2016scmb'],['Palmetto Regional']
5899,FROST,2016,NASA / Comcast NBC Universal  / NBCUniversal Global Media Operations / Lockheed Martin / The Inside Track / Smartsheet.com & Highlands Ranch High School,NASA,Highlands Ranch,Colorado,USA,Optimizing Science & Technology,2,"['2016code', '2016hop']","['Colorado Regional', 'Hopper Division']"
5900,Career Blazer Robotics Team - The Fighting Mongooses,2016,Whitfield County Career Academy,,Dalton,Georgia,USA,,4,"['2016gacmp', '2016gadal', '2016gaken', '2016new']","['Peachtree District State Championship', 'PCH District - Dalton Event', 'PCH District - Kennesaw Event', 'Newton Division']"
5901,Cougars,2016,General Motor Company/National Aeronautics and  Space Administration NASA/DTE Energy & Voyageur Consortium High School,NASA,Detroit,Michigan,USA,Cougars to and through college...On a robot!,2,"['2016miann', '2016misou']","['FIM District - Ann Arbor Skyline Event', 'FIM District - Southfield Event']"
5902,The Wire Clippers,2016,Clipper Foundation / Portsmouth Naval Shipyard / DoD STEM & New Heights & Portsmouth High School,,Portsmouth,New Hampshire,USA,,2,"['2016melew', '2016nhdur']","['NE District - Pine Tree Event', 'NE District - UNH Event']"
5903,ThorBots,2016,Vernon Communications / Vernon Electric / Westby Coop Credit Union / American Family Insurance Phil Strand Agent / Lely Robotics Rick Rugg Agent / Ann Kurth / S & S Cycle / Chaseburg Manufacturing / Argosy Foundation & Westby High,,Westby,Wisconsin,USA,Go Big or Go Home,1,['2016wimi'],['Wisconsin Regional']
5905,RoboCorps,2016,IvyFoundation,,San Jose,California,USA,,1,['2016casj'],['Silicon Valley Regional presented by Google.org']
5906,Titanium Badgers,2016,Dell & Bennington Secondary School,,Bennington,Nebraska,USA,,1,['2016iacf'],['Iowa Regional']
5907,CC Shambots,2016,LHP Engineering Solutions / FRC Rookie Grant & Catholic Central High School,,Novi,Michigan,USA,,4,"['2016cars', '2016mibro', '2016micmp', '2016miliv']","['Carson Division', 'FIM District - Woodhaven Event', 'Michigan State Championship', 'FIM District - Livonia Event']"
5908,Spartans,2016,Hunting/Rudolph Medical Associates/Texas Workforce Commission & Stafford H S,,Stafford,Texas,USA,"""Work hard, play right""",1,['2016txho'],['Lone Star Regional']
5910,Supertronix,2016,Commission Scolaire des Mont et Marées / Robotique FIRST Québec / Argosy foundation / Cégep de Matane / Caisse Desjardins de la Matanie / Excellence / Ferblanterie de Matane / Syndicats des enseignants et enseignantes du Cégep de Matane / Innovation maritime / National / Centre de développement et de recherche en Imagerie Numérique (CDRIN) / Fondation du Cégep de Matane / Pièces d'auto Sélects / OpDaq / SolidWorks / JMN / Groupe Bouffard / Tembec / Coop du Cégep de Matane / Fabrication TJD / Scierie L'Ancèdre / BMR / Pneus Côtés / Venant Caron Matane Ltée. / Hart / Metallium / Chaussure POP & Polyvalente de Matane,,Matane,Québec,Canada,Pas de réussite sans équipe,2,"['2016hop', '2016qcmo']","['Hopper Division', 'FRC Festival de Robotique - Montreal Regional']"
5911,SLCI,2016,Toronto District School Board / Rookie Grant & Stephen Leacock CI,,Toronto,Ontario,Canada,,1,['2016onto2'],['Greater Toronto Central Regional']
5912,Hawkeyes,2016,Gene Haas Foundation / FIRST Robotics / Abbylane Farms / FIRST Robotics Canada / NRCEA / Solidworks & Heritage Christian School,,Jordan,Ontario,Canada,,2,"['2016onwa', '2016tes']","['Waterloo Regional ', 'Tesla Division']"
5913,Patriotics,2016,Pequot Tool and Manufacturing / Johnson Machine and Tool & Pequot Lakes Senior High,,Pequot Lakes,Minnesota,USA,,2,"['2016cars', '2016mndu']","['Carson Division', 'Lake Superior Regional']"
5914,Caledonia Robotic Warriors,2016,"Mathy Construction Co. / Acentek / American Legion Post #191 / Joe Welch Equipment / Miken Sports / Seven Rivers Region Coalition / Caledonia Haulers / Masonic Lodge / Hoskins Electric / Fastenal / Merchant Bank / Kids Corner / Sir Lancersir Bots #2977 / Just Stitch it, Meisch Upholstery & Caledonia Senior High",,Caledonia,Minnesota,USA,Coopertition,2,"['2016mnmi2', '2016new']","['Minnesota North Star Regional', 'Newton Division']"
5915,Mercy Midnight Storm ,2016,General Motors  / Partnership for Innovation in Education / Detroit Hispanic Development Corporation / PTC Creo  / Gen Therm  / FIRST Robotics  / Ideal Group  & Mercy Education Project,,Detroit,Michigan,USA,,3,"['2016micen', '2016misou', '2016tes']","['FIM District - Center Line Event', 'FIM District - Southfield Event', 'Tesla Division']"
5918,Pumatron,2016,Cristo Rey Kansas City,,Kansas City,Missouri,USA,,1,['2016mokc'],['Greater Kansas City Regional']
5919,JoCo RoBos,2016,Johnston Community College,,Smithfield,North Carolina,USA,,2,"['2016ncbui', '2016ncral']","['NC District - Campbell University/Johnston Community College Event', 'NC District - Wake County Event']"
5920,VIKotics,2016,FFA / Washington FIRST Robotics / Hagan Foundation  / Office Superintendent of Public Instruction  / NASA / DIGILENT / Schweitzer Engineering & Palouse High School,NASA,Palouse,Washington,USA,The only place success comes before work is in the dictionary,4,"['2016carv', '2016pncmp', '2016waell', '2016waspo']","['Carver Division', 'Pacific Northwest District Championship sponsored by Autodesk', 'PNW District - Central Washington University Event', 'PNW District - West Valley Event']"
5921,TLK Robotics / Binary Power,2016,"Argosy Foundation  / Phillips, Hager and North  / FIRST Robotics Canada / SolidWorks / T. L. Kennedy Secondary School & TL Kennedy ",,Mississauga,Ontario,Canada,,1,['2016onto2'],['Greater Toronto Central Regional']
5923,Juggerbots,2016,Dow Chemical / Angleton Sheet Metal / Texas Workforce Commission / 3M / BASF / FIRST in Texas Foundation / Olin Corporation / CenterPoint Energy & Angleton H S,,Angleton,Texas,USA,,1,['2016txho'],['Lone Star Regional']
5924,The Cat Machine,2016,St Ignatius College Preparatory,,San Francisco,California,USA,Robots with and for others,3,"['2016cada', '2016carv', '2016casj']","['Sacramento Regional', 'Carver Division', 'Silicon Valley Regional presented by Google.org']"
5926,MooBotics,2016,"St Clair County 4-H / FRC Team 3667 Mecanum Knights / GE Digital / Blue Water Sorting / L&L Products / Family Farm and Home, Richmond MI / how2winscholarships.com / Empire Wire & Supply / Brad Forstner / FIRST / Argosy Foundation & St Clair County 4-H Robotics Club",,St. Clair County 4-H,Michigan,USA,Needs More Cowbell,4,"['2016arc', '2016micmp', '2016mike2', '2016mimar']","['Archimedes Division', 'Michigan State Championship', 'FIM District - Kettering University Event #2', 'FIM District - Marysville Event']"
5927,iCademy Globetrotters,2016,iCademy Global,,Zeeland,Michigan,USA,,2,"['2016miken', '2016miwmi']","['FIM District - East Kentwood Event', 'FIM District - West Michigan Event']"
5928,MetalBoost,2016,Neighborhood Group,,Herzelia,HaMerkaz (Central),Israel,,1,['2016ista'],['Israel Regional']
5929,The Jolly Robots,2016,Team Industries / John Deere & Lake Park Audubon Secondary,,Lake Park,Minnesota,USA,,1,['2016mndu2'],['Northern Lights Regional']
5930,Lunar Kitties,2016,NASA / OSDE / Chappell Supply / Walker and Sons & Newcastle Hs,NASA,Newcastle,Oklahoma,USA,,2,"['2016gal', '2016okok']","['Galileo Division', 'Oklahoma Regional ']"
5931,Bots of Prey,2016,Micron Foundation / Rocky Mountain Robotics Coalition / HP & Explorer Post 5932,,Caldwell,Idaho,USA,,1,['2016idbo'],['Idaho Regional']
5932,Quetzales,2016,Universidad Tecmilenio Campus Merida,,Mérida,Yucatán,Mexico,,1,['2016mxmc'],['Mexico City Regional ']
5933,JudgeMent Call,2016,FIRST Rookie Grant / Utah STEM Grant / Control4 / 3M / Trench Shoring Services / Granite Technical Institute / Ancestry.com / CVE & Judge Memorial Catholic High School,,Salt lake City,Utah,USA,,2,"['2016cur', '2016utwv']","['Curie Division', 'Utah Regional']"
5934,Crowbotics,2016,Northern Illinois University & De Kalb High School,,DeKalb,Illinois,USA,There's Only One Barb,1,['2016ilch'],['Midwest Regional']
5935,Tech Tigers,2016,Grinnell Community School District / Monsanto Fund & Grinnell Community Senior High School,,Grinnell,Iowa,USA,,1,['2016iacf'],['Iowa Regional']
5936,TigerBots,2016,Chesapeake Science Point,,Hanover,Maryland,USA,Imagine Design Build,2,"['2016mdblr', '2016mdedg']","['CHS District - Northern Maryland Event', 'CHS District - Central Maryland Event']"
5937,MI-Robotics,2016,Google/Microsoft/Pagliacci Pizza/Mercer Island Robotics Parent Group/Mercer Island Schools Foundation/Mercer Island School District & Mercer Island High School,,Mercer Island,Washington,USA,,2,"['2016waahs', '2016waamv']","['PNW District - Auburn Event', 'PNW District - Auburn Mountainview Event']"
5938,Razor Steel Robotics,2016,NASA / Century Engineering Inc. & Delaware 4H,NASA,Dover,Delaware,USA,,3,"['2016mrcmp', '2016njtab', '2016pahat']","['Mid-Atlantic Robotics District Championship', 'MAR District - Seneca Event', 'MAR District - Hatboro-Horsham Event']"
5939,Lakes Lancers,2016,Lakes High School,,Lakewood,Washington,USA,,2,"['2016waahs', '2016waamv']","['PNW District - Auburn Event', 'PNW District - Auburn Mountainview Event']"
5940,B.R.E.A.D.,2016,Oracle Education Foundation / NASA / R2 Semiconductor / The Brin Wojcicki Foundation / Beausoleil Architects / Splunk / Bulletproof Documentation & Design Tech High School,NASA,Burlingame,California,USA,"Great Teams are not born, they're BREAD.",2,"['2016casj', '2016cur']","['Silicon Valley Regional presented by Google.org', 'Curie Division']"
5941,SPQL,2016,OSPI-WA/The Murdock Foundation/Washington FIRST Robotics/Intellectual Ventures/Crane Aerospace/Major League Pizza & Everett High School,,Everett,Washington,USA,,2,"['2016waahs', '2016wasno']","['PNW District - Auburn Event', 'PNW District - Glacier Peak Event']"
5942,Warriors,2016,Walla Walla High School,,Walla Walla,Washington,USA,,3,"['2016pncmp', '2016waell', '2016waspo']","['Pacific Northwest District Championship sponsored by Autodesk', 'PNW District - Central Washington University Event', 'PNW District - West Valley Event']"
5943,The Bad News Gears,2016,"FIRST / GlobalFoundries / GE / ASML / M+W Group / KLA-Tencor / Rensselaer Polytechnic Institute / Time Warner / National Grid / Mattson Technology / Lam Research / Applied Materials / Turner Construction / SCREEN USA / Wonik IPS / PDF Solutions / PepsiCo, Inc. / New York Tech Valley FIRST Sponsors / All State Electric Company & Carmel High School",,Carmel,New York,USA,A Few Screws Loose,1,['2016nytr'],['New York Tech Valley Regional']
5944,Robotic Pioneers,2016,Nasa / Rolls Royce / Mallory / Dow / Mrs. Sanders & Mooresville High School,NASA,Mooresville,Indiana,USA,Be EPIC!,3,"['2016incmp', '2016inpmh', '2016inwch']","['Indiana State Championship', 'IN District - Perry Meridian Event', 'IN District - Walker Warren Event']"
5945,|CTRL| (Absolute Control),2016,Greenebaum Enterprises / Eaton / Black & Veatch / FIRST / Hackground & Neighborhood Group,,Fulton,Maryland,USA,"Absolute Knowledge, Absolute Power, Absolute Control",2,"['2016mdblr', '2016mdedg']","['CHS District - Northern Maryland Event', 'CHS District - Central Maryland Event']"
5946,The SPartans,2016,Osmaniye Organized Industrial Zone / Kıvanç Group / TAV airport / Kahve Duniyasi / Intercity & Private Sainte Pulchérie French High School & Eyüboğlu High School,,Istanbul,Istanbul,Turkey,,1,['2016nyny'],['New York City Regional']
5947,Robojags,2016,Genesee Valley Central School,,Belmont,New York,USA,,1,['2016ohcl'],['Buckeye Regional']
5948,Lebotics,2016,Instituto Tecnológico y de estudios superiores de Monterrey,,Xochitepec,Morelos,Mexico,,1,['2016mxmc'],['Mexico City Regional ']
5949,TechGarage,2016,STEM HQ & TechGarage,,Boca Raton,Florida,USA,,1,['2016flwp'],['South Florida Regional ']
5950,Trojans,2016,Argosy Foundation / Sartomer / Thompson Insurance Agency / Spurrior Orthodontics / Davenport Energy / The Sherlock Family / Donna's Diner / Tunstall High School / Columbia Wood Products / Woodall Cheverlet / Showbest Fixture Corp / Danville AFA / Mid Atlantic Broadband & Tunstall High,,Dryfork,Virginia,USA,,2,"['2016vabla', '2016vapor']","['CHS District - Southwest Virginia Event', 'CHS District - Hampton Roads Event']"
5951,M.A. Robotics,2016,Josh and Judy Weston / Tel-Aviv municipality / Stephen and Margaret Kohn & the Natan Alterman school - Tichonet,,Tel Aviv,Tel-Aviv,Israel,,1,['2016ista'],['Israel Regional']
5952,2.0 Science team,2016,Ecole secondaire Monseigneur Richard,,Montréal,Québec,Canada,,1,['2016qcmo'],['FRC Festival de Robotique - Montreal Regional']
5953,NOLA BOTS,2016,Home School,,New Orleans,Louisiana,USA,,1,['2016lake'],['Bayou Regional']
5954,Portable Chargers,2016,Mid-Atlantic Broadband / Showbest Furniture Corporation / Benchmark Community Bank / Kenbridge Construction / Kenbridge Building Supply / Lunenburg County Farm Bureau / Bailey Stews / Wallace Auto Parts / Victoria Fire and Rescue / Wilktech Inc. & Central High,,Victoria,Virginia,USA,"Future ""War Horse"" in training",2,"['2016vabla', '2016vapor']","['CHS District - Southwest Virginia Event', 'CHS District - Hampton Roads Event']"
5955,Trailblazers,2016,Bellport Senior High School,,Bellport,New York,USA,,1,['2016nyny'],['New York City Regional']
5956,Falcons,2016,La Salle Catholic College Preparatory,,Milwaukie,Oregon,USA,,2,"['2016orore', '2016orwil']","['PNW District - Clackamas Academy of Industrial Science Event', 'PNW District - Wilsonville Event']"
5957,CAT 5 CyberCanes,2016,Governor's STEM Academy / Newport News Shipbuilding / Mid-Atlantic Regional Maintenance Center (MARMC) & Heritage High,,Newport News,Virginia,USA,If our robot will survive this storm we are ok!,3,"['2016chcmp', '2016vados', '2016vapor']","['FIRST Chesapeake District Championship sponsored by Booz Allen Hamilton', 'CHS District - Central Virginia Event', 'CHS District - Hampton Roads Event']"
